Tamanho do Download (KB),Data do Download,Fuso Horário,Nome do Arquivo,Início do Ciclo AD,Tipo de Arquivo,Horário Sinótico,Tipo de Observação,Data da Observação
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
,,,,2025-10-04 19:04:33,,,,
5406560,2025-10-05 01:03:29,+0000,gdas.t18z.1bamua.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,1bamua,2025-10-04 18:00:00
0,2025-10-05 01:03:29,+0000,gdas.t18z.1bhrs4.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,1bhrs4,2025-10-04 18:00:00
0,2025-10-05 01:03:29,+0000,gdas.t18z.airsev.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,airsev,2025-10-04 18:00:00
218666552,2025-10-05 01:03:33,+0000,gdas.t18z.atms.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,atms,2025-10-04 18:00:00
1495806864,2025-10-05 01:04:07,+0000,gdas.t18z.crisf4.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,crisf4,2025-10-04 18:00:00
0,2025-10-05 01:03:29,+0000,gdas.t18z.eshrs3.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,eshrs3,2025-10-04 18:00:00
20850088,2025-10-05 01:03:30,+0000,gdas.t18z.esmhs.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,esmhs,2025-10-04 18:00:00
10717720,2025-10-05 01:03:29,+0000,gdas.t18z.gome.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,gome,2025-10-04 18:00:00
1984480,2025-10-05 01:03:29,+0000,gdas.t18z.gpsipw.tm00.bufr_d.nr.20251004,2025-10-05 01:04:30,gdas,18,gpsipw,2025-10-04 18:00:00
76879072,2025-10-05 01:03:48,+0000,gdas.t18z.gpsro.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,gpsro,2025-10-04 18:00:00
821901328,2025-10-05 01:03:43,+0000,gdas.t18z.mtiasi.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,mtiasi,2025-10-04 18:00:00
0,2025-10-05 01:03:29,+0000,gdas.t18z.osbuv8.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,osbuv8,2025-10-04 18:00:00
66005824,2025-10-05 01:04:08,+0000,gdas.t18z.prepbufr.nr.20251004,2025-10-05 01:04:30,gdas,18,prepbufr,2025-10-04 18:00:00
217231072,2025-10-05 01:03:46,+0000,gdas.t18z.satwnd.tm00.bufr_d.20251004,2025-10-05 01:04:30,gdas,18,satwnd,2025-10-04 18:00:00
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,2025-10-05 01:04:30,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
,,,,NaT,,,,
