Tamanho do Download (KB),Data do Download,Fuso Horário,Nome do Arquivo,Início do Ciclo AD,Tipo de Arquivo,Horário Sinótico,Tipo de Observação,Data da Observação
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
,,,,2025-10-09 14:46:51,,,,
5481936,2025-10-09 19:03:44,+0000,gdas.t12z.1bamua.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,1bamua,2025-10-09 12:00:00
0,2025-10-09 19:03:44,+0000,gdas.t12z.1bhrs4.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,1bhrs4,2025-10-09 12:00:00
0,2025-10-09 19:03:44,+0000,gdas.t12z.airsev.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,airsev,2025-10-09 12:00:00
218718736,2025-10-09 19:03:47,+0000,gdas.t12z.atms.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,atms,2025-10-09 12:00:00
1491339744,2025-10-09 19:04:16,+0000,gdas.t12z.crisf4.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,crisf4,2025-10-09 12:00:00
0,2025-10-09 19:03:44,+0000,gdas.t12z.eshrs3.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,eshrs3,2025-10-09 12:00:00
34327224,2025-10-09 19:03:45,+0000,gdas.t12z.esmhs.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,esmhs,2025-10-09 12:00:00
10585096,2025-10-09 19:03:44,+0000,gdas.t12z.gome.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,gome,2025-10-09 12:00:00
2095832,2025-10-09 19:03:47,+0000,gdas.t12z.gpsipw.tm00.bufr_d.nr.20251009,2025-10-09 20:07:47,gdas,12,gpsipw,2025-10-09 12:00:00
76881120,2025-10-09 19:03:59,+0000,gdas.t12z.gpsro.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,gpsro,2025-10-09 12:00:00
829712176,2025-10-09 19:03:57,+0000,gdas.t12z.mtiasi.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,mtiasi,2025-10-09 12:00:00
0,2025-10-09 19:03:44,+0000,gdas.t12z.osbuv8.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,osbuv8,2025-10-09 12:00:00
73226176,2025-10-09 19:04:17,+0000,gdas.t12z.prepbufr.nr.20251009,2025-10-09 20:07:47,gdas,12,prepbufr,2025-10-09 12:00:00
133430456,2025-10-09 19:03:48,+0000,gdas.t12z.satwnd.tm00.bufr_d.20251009,2025-10-09 20:07:47,gdas,12,satwnd,2025-10-09 12:00:00
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
,,,,2025-10-09 20:07:47,,,,
